section_id,section_text,word_id,concept(sub),relation,obj,question,answer
46,"Then Lasse came to the duke one day, and though he did not look much
better than before, he was more civil and did not venture to grin and
carry on.

""You no longer need my help,"" said he, ""for though formerly I used to
wear out all my shoes, I now cannot even wear out a single pair, and I
almost believe my legs are moss-grown. Will you not discharge me?""",53,wear,causes,buy_shirt,What do you usually do before you buy clothes?,You first have to wear it to see if it fits you.
47,"The duke thought he could. ""I have taken great pains to spare you, and
I really believe that I can get along without you,"" he replied. ""But
the castle here and all the other things I could not well dispense
with, since I never again could find an architect like yourself, and
you may take for granted that I have no wish to ornament the
gallows-tree a second time. Therefore I will not, of my own free will,
give you back the scrap of paper,"" said he.",19,believe,has subevent,accept,What is it like to believe?,To accept something is true.
47,"The duke thought he could. ""I have taken great pains to spare you, and
I really believe that I can get along without you,"" he replied. ""But
the castle here and all the other things I could not well dispense
with, since I never again could find an architect like yourself, and
you may take for granted that I have no wish to ornament the
gallows-tree a second time. Therefore I will not, of my own free will,
give you back the scrap of paper,"" said he.",56,architect,is capable of,build_house,What can architects do?,Architects can build houses.
47,"The duke thought he could. ""I have taken great pains to spare you, and
I really believe that I can get along without you,"" he replied. ""But
the castle here and all the other things I could not well dispense
with, since I never again could find an architect like yourself, and
you may take for granted that I have no wish to ornament the
gallows-tree a second time. Therefore I will not, of my own free will,
give you back the scrap of paper,"" said he.",65,grant,has subevent,give,What do you do when you grant someone something?,You give someone permission to do something.
48,"""While it is in your possession I have nothing to fear,"" answered
Lasse.

""But should the paper fall into other hands, then I should have to
begin to run and work all over again and that, just that, is what I
would like to prevent. When a fellow has been working a thousand
years, as I have, he is bound to grow weary at last.""",6,possession,is a,control,What is it like to have possession?,Possession is like controlling something.
48,"""While it is in your possession I have nothing to fear,"" answered
Lasse.

""But should the paper fall into other hands, then I should have to
begin to run and work all over again and that, just that, is what I
would like to prevent. When a fellow has been working a thousand
years, as I have, he is bound to grow weary at last.""",14,answer,is the antonym of,question,What do you usually do when someone asks you a question?,You usually answer the question.
48,"""While it is in your possession I have nothing to fear,"" answered
Lasse.

""But should the paper fall into other hands, then I should have to
begin to run and work all over again and that, just that, is what I
would like to prevent. When a fellow has been working a thousand
years, as I have, he is bound to grow weary at last.""",22,fall,is a,season,What is fall?,Fall is the third season of a year.
49,"So they came to the conclusion that the duke should put the scrap of
paper in its little box and bury it seven ells underground, beneath a
stone that had grown there and would remain there as well. Then they
thanked each other for pleasant comradeship and separated. The duke
did as he had agreed to do, and no one saw him hide the box. He lived
happily with his princess, and was blessed with sons and daughters.
When the king died, he inherited the whole kingdom and, as you may
imagine, he was none the worse off thereby, and no doubt he is still
living and ruling there, unless he has died.

As to the little box containing the scrap of paper, many are still
digging and searching for it.",46,pleasant,is the antonym of,unpleasant,What is the antonym of pleasant?,Unpleasant.
49,"So they came to the conclusion that the duke should put the scrap of
paper in its little box and bury it seven ells underground, beneath a
stone that had grown there and would remain there as well. Then they
thanked each other for pleasant comradeship and separated. The duke
did as he had agreed to do, and no one saw him hide the box. He lived
happily with his princess, and was blessed with sons and daughters.
When the king died, he inherited the whole kingdom and, as you may
imagine, he was none the worse off thereby, and no doubt he is still
living and ruling there, unless he has died.

As to the little box containing the scrap of paper, many are still
digging and searching for it.",57,agree,has subevent,have_common_ground,What is it like to agree with someone?,You both stand on common ground.
49,"So they came to the conclusion that the duke should put the scrap of
paper in its little box and bury it seven ells underground, beneath a
stone that had grown there and would remain there as well. Then they
thanked each other for pleasant comradeship and separated. The duke
did as he had agreed to do, and no one saw him hide the box. He lived
happily with his princess, and was blessed with sons and daughters.
When the king died, he inherited the whole kingdom and, as you may
imagine, he was none the worse off thereby, and no doubt he is still
living and ruling there, unless he has died.

As to the little box containing the scrap of paper, many are still
digging and searching for it.",91,inherit,has subevent,receive,What is it like to inherit something?,You receive possession of a right.
